id,name_,set_name,collector_number,uri
24fe738e-c24c-4b0b-b177-e502ced57cc7,Coldsteel Heart,The List,CM2-181,https://api.scryfall.com/cards/24fe738e-c24c-4b0b-b177-e502ced57cc7
